query,intent
Do you have any trips airptNm1 +- airptNm2 ?,booking
Check if I can fly back on Capcxr1 airptNm1 +- airptNm2,booking
Are there any flights from airptCd1 to airptCd2 ?,booking
Do you have any trips airptNm1 to airptCd2 ?,booking
Reserve CC airptCd1 +- airptCd2,booking
Find travel airptNm1 to airptNm2,booking
reserve airptNm1 airptNm2,booking
Book a flight airptNm1 to airptNm2,booking
Check if I can fly back on CC 9999_,booking
Book seats from airptNm1 to airptNm2,booking
reserve airptCd1 - airptCd2 for me and my kids,booking
Can you find a flight airptCd1 - airptCd2 for 2 adults?,booking
Book an early flight from airptNm1 to airptNm2,booking
Would you reserve a airptCd1 +- airptCd2 flight?,booking
What can you find airptCd1 airptCd2 for me and my infant?,booking
Could you schedule airptNm1 to airptCd2,booking
"Schedule CC airptCd1 +- airptCd2 for two kids, ages 10 and 13",booking
Can you reserve a airptCd1 to airptCd2 flight for 5 people?,booking
What are my chances of flying airptNm1 +- airptCd2 ?,booking
Find travel from airptCd1 to airptNm2,booking
Schedule AirTran airptCd1 +- airptCd2,booking
Find a flight from airptCd1 to airptNm2,booking
any trips airptNm1 to airptNm2 ?,booking
reserve a airptNm1 +- airptCd2 flight,booking
Can you find airptNm1 +- airptNm2 flights?,booking
Look for airptNm1 airptNm2 nonstops,booking
schedule an early flight airptNm1 - airptNm2,booking
Find a airptCd1 airptCd2 trip,booking
Please find a airptCd1 +- airptCd2 trip,booking
did you see anything airptNm1 airptCd2 ?,booking
Is there anything from airptNm1 to airptNm2 ?,booking
check airptCd1 - airptNm2,booking
book airptNm1 to airptNm2 via Denver on Capcxr1,booking
reserve airptCd1 airptCd2 via DFW on Capcxr1,booking
schedule airptNm1 - airptNm2 thru Atlanta on MM +- DD,booking
"I want to go through airptNm2 , airptNm1 to Paris, MM +/ DD",booking
